Mon Sep 15 2025 12:13:8 [SERVER-NAME] info: [32mConfig validation successful.[39m
Mon Sep 15 2025 12:13:9 [SERVER-NAME] info: [32m🚀 Database connected successfully[39m
Mon Sep 15 2025 12:13:9 [SERVER-NAME] info: [33m♻️  Socket is listening on same port 7000[39m
Mon Sep 15 2025 12:13:9 [SERVER-NAME] info: [46m♻️  Application listening on http://10.10.7.62:7000[49m
Mon Sep 15 2025 12:16:2 [SERVER-NAME] info: [32mConfig validation successful.[39m
Mon Sep 15 2025 12:16:2 [SERVER-NAME] info: [32m🚀 Database connected successfully[39m
Mon Sep 15 2025 12:16:2 [SERVER-NAME] info: [33m♻️  Socket is listening on same port 7000[39m
Mon Sep 15 2025 12:16:2 [SERVER-NAME] info: [46m♻️  Application listening on http://10.10.7.62:7000[49m
Mon Sep 15 2025 12:16:9 [SERVER-NAME] info: 10.10.7.48 - OPTIONS /api/v1/users/profile 204 - 0.803 ms
Mon Sep 15 2025 12:16:9 [SERVER-NAME] info: 10.10.7.48 - OPTIONS /api/v1/notifications/admin?page=1&limit=20 204 - 0.056 ms
Mon Sep 15 2025 12:16:9 [SERVER-NAME] info: 10.10.7.48 - OPTIONS /api/v1/admin/dashboard/statistics 204 - 0.088 ms
Mon Sep 15 2025 12:16:9 [SERVER-NAME] info: 10.10.7.48 - GET /api/v1/users/profile 200 - 18.151 ms
Mon Sep 15 2025 12:16:9 [SERVER-NAME] info: 10.10.7.48 - GET /api/v1/notifications/admin?page=1&limit=20 200 - 37.965 ms
Mon Sep 15 2025 12:16:9 [SERVER-NAME] info: 10.10.7.48 - GET /api/v1/admin/dashboard/statistics 200 - 39.654 ms
Mon Sep 15 2025 12:16:9 [SERVER-NAME] info: 10.10.7.48 - OPTIONS /api/v1/admin/dashboard/revenue 204 - 0.066 ms
Mon Sep 15 2025 12:16:9 [SERVER-NAME] info: 10.10.7.48 - OPTIONS /api/v1/admin/dashboard/resent-users 204 - 0.066 ms
Mon Sep 15 2025 12:16:9 [SERVER-NAME] info: 10.10.7.48 - GET /api/v1/admin/dashboard/resent-users 200 - 6.653 ms
Mon Sep 15 2025 12:16:9 [SERVER-NAME] info: 10.10.7.48 - GET //image/young-woman-doing-yoga-in-nature-video-1756267358857.jpg 200 - 2.473 ms
Mon Sep 15 2025 12:16:9 [SERVER-NAME] info: 10.10.7.48 - GET /api/v1/admin/dashboard/revenue 200 - 15.876 ms
